,ticker,rank,sector_class,industry_rank,exp_growth,period,load_date
0,MTCH,5-Strong,Industry: Internet - Commerce,Bottom 21% (199 out of 253),,202101,31/01/2021
0,MSFT,2-Buy,Industry: Computer - Software,Top 50% (127 out of 253),,202101,31/01/2021
0,MSBI,3-Hold,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,MRCY,2-Buy,Industry: Computer - Peripheral Equipment,Top 22% (56 out of 253),,202101,31/01/2021
0,MPWR,3-Hold,Industry: Semiconductor - Analog and Mixed,Top 44% (112 out of 253),,202101,31/01/2021
0,MOMO,5-Strong,Industry: Internet - Software and Services,Bottom 19% (204 out of 253),,202101,31/01/2021
0,MOFG,3-Hold,Industry: Banks - Midwest,Top 10% (25 out of 253),,202101,31/01/2021
0,MNST,3-Hold,Industry: Beverages - Soft drinks,Top 47% (118 out of 253),,202101,31/01/2021
0,MNSB,1-Strong,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,MKTX,3-Hold,Industry: Securities and Exchanges,Bottom 48% (132 out of 253),,202101,31/01/2021
0,MKSI,2-Buy,Industry: Electronics - Manufacturing Machinery,Top 14% (35 out of 253),,202101,31/01/2021
0,MCHP,2-Buy,Industry: Semiconductor - Analog and Mixed,Top 44% (112 out of 253),,202101,31/01/2021
0,MBUU,2-Buy,Industry: Leisure and Recreation Products,Top 13% (32 out of 253),,202101,31/01/2021
0,MBCN,3-Hold,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,MA,3-Hold,Industry: Financial Transaction Services,Bottom 48% (132 out of 253),,202101,31/01/2021
0,LULU,3-Hold,Industry: Textile - Apparel,Top 43% (108 out of 253),,202101,31/01/2021
0,LSTR,3-Hold,Industry: Transportation - Truck,Top 26% (67 out of 253),,202101,31/01/2021
0,LPLA,3-Hold,Industry: Financial - Investment Bank,Top 6% (16 out of 253),,202101,31/01/2021
0,LOGI,1-Strong,Industry: Computer - Peripheral Equipment,Top 22% (56 out of 253),,202101,31/01/2021
0,LOB,2-Buy,Industry: Banks - Southeast,Top 7% (17 out of 253),,202101,31/01/2021
0,LIN,3-Hold,Industry: Oil and Gas - Field Services,Bottom 8% (232 out of 253),,202101,31/01/2021
0,LHX,4-Sell,Industry: Aerospace - Defense,Bottom 15% (216 out of 253),,202101,31/01/2021
0,LHCG,2-Buy,Industry: Medical Services,Top 49% (124 out of 253),,202101,31/01/2021
0,LGIH,2-Buy,Industry: Real Estate - Development,Top 22% (56 out of 253),,202101,31/01/2021
0,LFUS,1-Strong,Industry: Electronics - Miscellaneous Components,Top 21% (53 out of 253),,202101,31/01/2021
0,LEN,1-Strong,Industry: Building Products - Home Builders,Top 9% (23 out of 253),,202101,31/01/2021
0,LEGH,3-Hold,Industry: Real Estate - Operations,Bottom 48% (132 out of 253),,202101,31/01/2021
0,LCNB,3-Hold,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,KRUS,4-Sell,Industry: Retail - Restaurants,Bottom 6% (239 out of 253),,202101,31/01/2021
0,KNSL,3-Hold,Industry: Insurance - Property and Casualty,Bottom 23% (195 out of 253),,202101,31/01/2021
0,KLAC,2-Buy,Industry: Electronics - Miscellaneous Products,Top 41% (103 out of 253),,202101,31/01/2021
0,KFRC,3-Hold,Industry: Staffing Firms,Top 48% (122 out of 253),,202101,31/01/2021
0,KEYS,3-Hold,Industry: Electronics - Measuring Instruments,Top 32% (80 out of 253),,202101,31/01/2021
0,JOBS,3-Hold,Industry: Publishing - Periodicals,Bottom 48% (132 out of 253),,202101,31/01/2021
0,JLL,1-Strong,Industry: Real Estate - Operations,Bottom 48% (132 out of 253),,202101,31/01/2021
0,JKHY,2-Buy,Industry: Electronics - Miscellaneous Services,Top 2% (5 out of 253),,202101,31/01/2021
0,JHG,2-Buy,Industry: Financial - Investment Management,Top 14% (36 out of 253),,202101,31/01/2021
0,JD,2-Buy,Industry: Internet - Commerce,Bottom 21% (199 out of 253),,202101,31/01/2021
0,JBHT,3-Hold,Industry: Transportation - Truck,Top 26% (67 out of 253),,202101,31/01/2021
0,JAZZ,3-Hold,Industry: Medical - Drugs,Bottom 22% (197 out of 253),,202101,31/01/2021
0,IT,2-Buy,Industry: Consulting Services,Top 47% (118 out of 253),,202101,31/01/2021
0,ISRG,5-Strong,Industry: Medical - Instruments,Bottom 30% (176 out of 253),,202101,31/01/2021
0,IRMD,3-Hold,Industry: Medical - Instruments,Bottom 30% (176 out of 253),,202101,31/01/2021
0,IRBT,3-Hold,Industry: Industrial Automation and Robotics,Top 27% (69 out of 253),,202101,31/01/2021
0,IPAR,3-Hold,Industry: Cosmetics,Top 44% (112 out of 253),,202101,31/01/2021
0,IOSP,4-Sell,Industry: Chemical - Diversified ,Top 19% (49 out of 253),,202101,31/01/2021
0,IONS,3-Hold,Industry: Medical - Drugs,Bottom 22% (197 out of 253),,202101,31/01/2021
0,INTU,5-Strong,Industry: Computer - Software,Top 50% (127 out of 253),,202101,31/01/2021
0,INMD,3-Hold,Industry: Medical - Products,Bottom 16% (213 out of 253),,202101,31/01/2021
0,INDB,2-Buy,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,ICLR,3-Hold,Industry: Medical Services,Top 49% (124 out of 253),,202101,31/01/2021
0,ICHR,5-Strong,Industry: Electronics - Semiconductors,Top 50% (127 out of 253),,202101,31/01/2021
0,IBTX,2-Buy,Industry: Banks - Southeast,Top 7% (17 out of 253),,202101,31/01/2021
0,IBKR,2-Buy,Industry: Financial - Investment Bank,Top 6% (16 out of 253),,202101,31/01/2021
0,IBCP,3-Hold,Industry: Banks - Midwest,Top 10% (25 out of 253),,202101,31/01/2021
0,HUBG,3-Hold,Industry: Transportation - Services,Top 41% (103 out of 253),,202101,31/01/2021
0,HTBK,3-Hold,Industry: Banks - West,Top 13% (33 out of 253),,202101,31/01/2021
0,HSY,2-Buy,Industry: Food - Confectionery,Top 2% (5 out of 253),,202101,31/01/2021
0,HQY,3-Hold,Industry: Medical Services,Top 49% (124 out of 253),,202101,31/01/2021
0,HOMB,2-Buy,Industry: Banks - Southeast,Top 7% (17 out of 253),,202101,31/01/2021
0,HOLI,3-Hold,Industry: Industrial Automation and Robotics,Top 27% (69 out of 253),,202101,31/01/2021
0,HLNE,4-Sell,Industry: Financial - Investment Management,Top 14% (36 out of 253),,202101,31/01/2021
0,HLIO,3-Hold,Industry: Manufacturing - General Industrial ,Top 27% (69 out of 253),,202101,31/01/2021
0,HFWA,5-Strong,Industry: Financial - Savings and Loan,Top 20% (51 out of 253),,202101,31/01/2021
0,HBNC,2-Buy,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,HBCP,3-Hold,Industry: Banks - Southeast,Top 7% (17 out of 253),,202101,31/01/2021
0,GTLS,3-Hold,Industry: Manufacturing - General Industrial ,Top 27% (69 out of 253),,202101,31/01/2021
0,GRWG,3-Hold,Industry: Agriculture - Products,Bottom 9% (230 out of 253),,202101,31/01/2021
0,GRBK,2-Buy,Industry: Real Estate - Development,Top 22% (56 out of 253),,202101,31/01/2021
0,GPN,3-Hold,Industry: Financial Transaction Services,Bottom 48% (132 out of 253),,202101,31/01/2021
0,GOOGL,2-Buy,Industry: Internet - Services,Top 43% (108 out of 253),,202101,31/01/2021
0,GOOG,2-Buy,Industry: Internet - Services,Top 43% (108 out of 253),,202101,31/01/2021
0,GO,3-Hold,Industry: Consumer Products - Staples,Bottom 48% (132 out of 253),,202101,31/01/2021
0,GNTY,3-Hold,Industry: Banks - Southwest,Top 30% (75 out of 253),,202101,31/01/2021
0,GABC,3-Hold,Industry: Banks - Midwest,Top 10% (25 out of 253),,202101,31/01/2021
0,FWRD,3-Hold,Industry: Transportation - Truck,Top 26% (67 out of 253),,202101,31/01/2021
0,FVCB,1-Strong,Industry: Banks - Southeast,Top 7% (17 out of 253),,202101,31/01/2021
0,FTNT,5-Strong,Industry: Security,Bottom 8% (232 out of 253),,202101,31/01/2021
0,FRME,2-Buy,Industry: Banks - Midwest,Top 10% (25 out of 253),,202101,31/01/2021
0,FRC,2-Buy,Industry: Banks - West,Top 13% (33 out of 253),,202101,31/01/2021
0,FRBA,3-Hold,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,FOXF,2-Buy,Industry: Automotive - Domestic,Top 15% (38 out of 253),,202101,31/01/2021
0,FOCS,3-Hold,Industry: Financial - Investment Management,Top 14% (36 out of 253),,202101,31/01/2021
0,FMBI,3-Hold,Industry: Banks - Midwest,Top 10% (25 out of 253),,202101,31/01/2021
0,FMBH,3-Hold,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,FMAO,2-Buy,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,FLWS,2-Buy,Industry: Retail - Mail Order,Top 10% (26 out of 253),,202101,31/01/2021
0,FIVE,1-Strong,Industry: Retail - Miscellaneous,Top 26% (66 out of 253),,202101,31/01/2021
0,FIBK,3-Hold,Industry: Banks - Midwest,Top 10% (25 out of 253),,202101,31/01/2021
0,FHN,3-Hold,Industry: Banks - Southwest,Top 30% (75 out of 253),,202101,31/01/2021
0,FFWM,3-Hold,Industry: Banks - Southwest,Top 30% (75 out of 253),,202101,31/01/2021
0,FFBC,2-Buy,Industry: Banks - Midwest,Top 10% (25 out of 253),,202101,31/01/2021
0,FDS,3-Hold,Industry: Business - Information Services,Bottom 28% (182 out of 253),,202101,31/01/2021
0,FCCO,1-Strong,Industry: Banks - Southeast,Top 7% (17 out of 253),,202101,31/01/2021
0,FBNC,3-Hold,Industry: Banks - Southeast,Top 7% (17 out of 253),,202101,31/01/2021
0,FBMS,4-Sell,Industry: Banks - Southeast,Top 7% (17 out of 253),,202101,31/01/2021
0,FB,1-Strong,Industry: Internet - Services,Top 43% (108 out of 253),,202101,31/01/2021
0,EYE,3-Hold,Industry: Medical - Products,Bottom 16% (213 out of 253),,202101,31/01/2021
0,EXPI,2-Buy,Industry: Real Estate - Operations,Bottom 48% (132 out of 253),,202101,31/01/2021
0,EXPD,3-Hold,Industry: Transportation - Services,Top 41% (103 out of 253),,202101,31/01/2021
0,EXEL,4-Sell,Industry: Medical - Biomedical and Genetics,Bottom 10% (227 out of 253),,202101,31/01/2021
0,EW,4-Sell,Industry: Medical - Instruments,Bottom 30% (176 out of 253),,202101,31/01/2021
0,EVRG,3-Hold,Industry: Alternative Energy - Other,Top 48% (122 out of 253),,202101,31/01/2021
0,ESQ,4-Sell,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,ESEA,3-Hold,Industry: Transportation - Shipping,Bottom 10% (228 out of 253),,202101,31/01/2021
0,ERIE,3-Hold,Industry: Insurance - Brokerage,Top 38% (95 out of 253),,202101,31/01/2021
0,EQIX,3-Hold,Industry: REIT and Equity Trust - Retail,Bottom 11% (224 out of 253),,202101,31/01/2021
0,ENTG,3-Hold,Industry: Electronics - Manufacturing Machinery,Top 14% (35 out of 253),,202101,31/01/2021
0,EFSC,2-Buy,Industry: Banks - Midwest,Top 10% (25 out of 253),,202101,31/01/2021
0,EEFT,1-Strong,Industry: Financial - Miscellaneous Services,Bottom 29% (179 out of 253),,202101,31/01/2021
0,DSGX,3-Hold,Industry: Computer - Software,Top 50% (127 out of 253),,202101,31/01/2021
0,DLTH,3-Hold,Industry: Textile - Apparel,Top 43% (108 out of 253),,202101,31/01/2021
0,DLR,3-Hold,Industry: REIT and Equity Trust - Other,Bottom 10% (228 out of 253),,202101,31/01/2021
0,DLHC,4-Sell,Industry: Staffing Firms,Top 48% (122 out of 253),,202101,31/01/2021
0,DHI,2-Buy,Industry: Building Products - Home Builders,Top 9% (23 out of 253),,202101,31/01/2021
0,CVCO,3-Hold,Industry: Building Products - Mobile Homes and RV Builders,Top 2% (5 out of 253),,202101,31/01/2021
0,CVBF,2-Buy,Industry: Banks - West,Top 13% (33 out of 253),,202101,31/01/2021
0,CTRE,3-Hold,Industry: REIT and Equity Trust - Other,Bottom 10% (228 out of 253),,202101,31/01/2021
0,CTAS,3-Hold,Industry: Uniform and Related,Bottom 48% (132 out of 253),,202101,31/01/2021
0,CSGP,5-Strong,Industry: Computers - IT Services,Bottom 22% (197 out of 253),,202101,31/01/2021
0,CRM,3-Hold,Industry: Computer - Software,Top 50% (127 out of 253),,202101,31/01/2021
0,CPRT,2-Buy,Industry: Auction and Valuation Services,Top 8% (19 out of 253),,202101,31/01/2021
0,CPB,3-Hold,Industry: Food - Miscellaneous,Bottom 31% (174 out of 253),,202101,31/01/2021
0,COST,3-Hold,Industry: Retail - Discount Stores,Top 38% (95 out of 253),,202101,31/01/2021
0,COLB,3-Hold,Industry: Banks - West,Top 13% (33 out of 253),,202101,31/01/2021
0,CNOB,3-Hold,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,CMI,2-Buy,Industry: Automotive - Internal Combustion Engines,Top 15% (38 out of 253),,202101,31/01/2021
0,CMCSA,3-Hold,Industry: Cable Television,Bottom 48% (132 out of 253),,202101,31/01/2021
0,CLX,3-Hold,Industry: Soap and Cleaning Materials,Bottom 48% (132 out of 253),,202101,31/01/2021
0,CIVB,3-Hold,Industry: Banks - Midwest,Top 10% (25 out of 253),,202101,31/01/2021
0,CIGI,4-Sell,Industry: Real Estate - Operations,Bottom 48% (132 out of 253),,202101,31/01/2021
0,CI,3-Hold,Industry: Insurance - Multi line,Top 47% (118 out of 253),,202101,31/01/2021
0,CHCO,2-Buy,Industry: Banks - Southeast,Top 7% (17 out of 253),,202101,31/01/2021
0,CGNX,3-Hold,Industry: Electronics - Testing Equipment,Bottom 6% (237 out of 253),,202101,31/01/2021
0,CFBK,3-Hold,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,CENTA,2-Buy,Industry: Consumer Products - Discretionary,Top 38% (95 out of 253),,202101,31/01/2021
0,CENT,2-Buy,Industry: Consumer Products - Discretionary,Top 38% (95 out of 253),,202101,31/01/2021
0,CDNS,3-Hold,Industry: Computer - Software,Top 50% (127 out of 253),,202101,31/01/2021
0,CCOI,3-Hold,Industry: Wireless National,Top 32% (80 out of 253),,202101,31/01/2021
0,CCNE,1-Strong,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,CCMP,3-Hold,Industry: Electronics - Miscellaneous Products,Top 41% (103 out of 253),,202101,31/01/2021
0,CBRE,3-Hold,Industry: Real Estate - Operations,Bottom 48% (132 out of 253),,202101,31/01/2021
0,CBPO,3-Hold,Industry: Medical - Biomedical and Genetics,Bottom 10% (227 out of 253),,202101,31/01/2021
0,CBOE,3-Hold,Industry: Securities and Exchanges,Bottom 48% (132 out of 253),,202101,31/01/2021
0,CBNK,1-Strong,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,CATC,3-Hold,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,CASH,3-Hold,Industry: Financial - Savings and Loan,Top 20% (51 out of 253),,202101,31/01/2021
0,CAMT,4-Sell,Industry: Electronics - Measuring Instruments,Top 32% (80 out of 253),,202101,31/01/2021
0,CAG,3-Hold,Industry: Food - Miscellaneous,Bottom 31% (174 out of 253),,202101,31/01/2021
0,CACC,3-Hold,Industry: Financial - Consumer Loans,Top 27% (69 out of 253),,202101,31/01/2021
0,BZUN,3-Hold,Industry: Computers - IT Services,Bottom 22% (197 out of 253),,202101,31/01/2021
0,BX,1-Strong,Industry: Financial - Investment Management,Top 14% (36 out of 253),,202101,31/01/2021
0,BWB,3-Hold,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,BSRR,2-Buy,Industry: Banks - West,Top 13% (33 out of 253),,202101,31/01/2021
0,BRKR,3-Hold,Industry: Instruments - Scientific,Top 22% (56 out of 253),,202101,31/01/2021
0,BPMC,2-Buy,Industry: Medical - Biomedical and Genetics,Bottom 10% (227 out of 253),,202101,31/01/2021
0,BOCH,3-Hold,Industry: Banks - West,Top 13% (33 out of 253),,202101,31/01/2021
0,BMTC,2-Buy,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,BLFS,3-Hold,Industry: Medical - Products,Bottom 16% (213 out of 253),,202101,31/01/2021
0,BFST,3-Hold,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,BDX,2-Buy,Industry: Medical - Dental Supplies,Top 35% (88 out of 253),,202101,31/01/2021
0,BCBP,1-Strong,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,BANF,3-Hold,Industry: Banks - Southwest,Top 30% (75 out of 253),,202101,31/01/2021
0,BAH,3-Hold,Industry: Government Services,Bottom 48% (132 out of 253),,202101,31/01/2021
0,BABA,4-Sell,Industry: Internet - Commerce,Bottom 21% (199 out of 253),,202101,31/01/2021
0,AVAV,3-Hold,Industry: Aerospace - Defense Equipment,Top 43% (108 out of 253),,202101,31/01/2021
0,AUB,2-Buy,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,ATUS,3-Hold,Industry: Communication - Components,Top 49% (124 out of 253),,202101,31/01/2021
0,ATHM,3-Hold,Industry: Internet - Services,Top 43% (108 out of 253),,202101,31/01/2021
0,ATH,3-Hold,Industry: Insurance - Life Insurance,Top 44% (112 out of 253),,202101,31/01/2021
0,ASML,2-Buy,Industry: Semiconductor Equipment - Wafer Fabrication,Top 8% (19 out of 253),,202101,31/01/2021
0,ASGN,2-Buy,Industry: Computers - IT Services,Bottom 22% (197 out of 253),,202101,31/01/2021
0,ARI,3-Hold,Industry: REIT and Equity Trust,Bottom 48% (132 out of 253),,202101,31/01/2021
0,ARES,3-Hold,Industry: Financial - Investment Management,Top 14% (36 out of 253),,202101,31/01/2021
0,ANSS,3-Hold,Industry: Computer - Software,Top 50% (127 out of 253),,202101,31/01/2021
0,ANET,3-Hold,Industry: Communication - Components,Top 49% (124 out of 253),,202101,31/01/2021
0,AMZN,3-Hold,Industry: Internet - Commerce,Bottom 21% (199 out of 253),,202101,31/01/2021
0,AMWD,3-Hold,Industry: Furniture,Top 13% (34 out of 253),,202101,31/01/2021
0,AMRC,2-Buy,Industry: Alternative Energy - Other,Top 48% (122 out of 253),,202101,31/01/2021
0,AMOT,3-Hold,Industry: Instruments - Control,Top 36% (91 out of 253),,202101,31/01/2021
0,AMNB,1-Strong,Industry: Banks - Southeast,Top 7% (17 out of 253),,202101,31/01/2021
0,AMEH,3-Hold,Industry: Medical Services,Top 49% (124 out of 253),,202101,31/01/2021
0,AMED,3-Hold,Industry: Medical - Outpatient and Home Healthcare,Bottom 29% (179 out of 253),,202101,31/01/2021
0,AMD,3-Hold,Industry: Electronics - Semiconductors,Top 50% (127 out of 253),,202101,31/01/2021
0,AMAL,3-Hold,Industry: Banks - Northeast,Top 9% (24 out of 253),,202101,31/01/2021
0,ALRM,2-Buy,Industry: Security and Safety Services,Top 36% (91 out of 253),,202101,31/01/2021
0,ALGN,2-Buy,Industry: Medical - Dental Supplies,Top 35% (88 out of 253),,202101,31/01/2021
0,ALB,3-Hold,Industry: Chemical - Diversified ,Top 19% (49 out of 253),,202101,31/01/2021
0,AL,3-Hold,Industry: Transportation - Equipment and Leasing,Top 44% (112 out of 253),,202101,31/01/2021
0,ADBE,3-Hold,Industry: Computer - Software,Top 50% (127 out of 253),,202101,31/01/2021
0,ACN,3-Hold,Industry: Consulting Services,Top 47% (118 out of 253),,202101,31/01/2021
0,ACLS,4-Sell,Industry: Electronics - Manufacturing Machinery,Top 14% (35 out of 253),,202101,31/01/2021
0,ACGL,3-Hold,Industry: Insurance - Property and Casualty,Bottom 23% (195 out of 253),,202101,31/01/2021
0,ABTX,2-Buy,Industry: Banks - Southeast,Top 7% (17 out of 253),,202101,31/01/2021
0,ABT,2-Buy,Industry: Medical - Products,Bottom 16% (213 out of 253),,202101,31/01/2021
0,ABR,3-Hold,Industry: REIT and Equity Trust - Other,Bottom 10% (228 out of 253),,202101,31/01/2021
0,ABMD,3-Hold,Industry: Medical - Instruments,Bottom 30% (176 out of 253),,202101,31/01/2021
0,ABCB,1-Strong,Industry: Banks - Southeast,Top 7% (17 out of 253),,202101,31/01/2021
0,ZTS,2-Buy,Industry: Medical - Drugs,Bottom 26% (187 out of 254),,202102,28/02/2021
0,ZTO,5-Strong,Industry: Transportation - Services,Top 44% (111 out of 254),,202102,28/02/2021
0,ZBRA,2-Buy,Industry: Manufacturing - Thermal Products,Top 28% (71 out of 254),,202102,28/02/2021
0,YY,3-Hold,Industry: Internet - Services,Top 46% (116 out of 254),,202102,28/02/2021
0,YUMC,4-Sell,Industry: Retail - Restaurants,Bottom 15% (217 out of 254),,202102,28/02/2021
0,YNDX,3-Hold,Industry: Internet - Content,Bottom 34% (168 out of 254),,202102,28/02/2021
0,YETI,3-Hold,Industry: Leisure and Recreation Products,Top 13% (33 out of 254),,202102,28/02/2021
0,XPER,4-Sell,Industry: Technology Services,Bottom 20% (203 out of 254),,202102,28/02/2021
0,XPEL,3-Hold,Industry: Automotive - Original Equipment,Top 31% (80 out of 254),,202102,28/02/2021
0,WWE,3-Hold,Industry: Film and Television Production and Distribution,Top 41% (104 out of 254),,202102,28/02/2021
0,WST,2-Buy,Industry: Medical - Dental Supplies,Top 26% (65 out of 254),,202102,28/02/2021
0,WSFS,2-Buy,Industry: Financial - Savings and Loan,Top 9% (23 out of 254),,202102,28/02/2021
0,WPC,3-Hold,Industry: REIT and Equity Trust - Other,Bottom 15% (215 out of 254),,202102,28/02/2021
0,WNS,3-Hold,Industry: Business - Services,Bottom 39% (156 out of 254),,202102,28/02/2021
0,WMS,1-Strong,Industry: Building Products - Miscellaneous,Top 40% (101 out of 254),,202102,28/02/2021
0,WING,3-Hold,Industry: Retail - Restaurants,Bottom 15% (217 out of 254),,202102,28/02/2021
0,WGO,2-Buy,Industry: Building Products - Mobile Homes and RV Builders,Top 2% (6 out of 254),,202102,28/02/2021
0,WAL,1-Strong,Industry: Banks - West,Top 7% (18 out of 254),,202102,28/02/2021
0,WAB,3-Hold,Industry: Transportation - Equipment and Leasing,Top 14% (35 out of 254),,202102,28/02/2021
0,W,3-Hold,Industry: Internet - Commerce,Bottom 15% (215 out of 254),,202102,28/02/2021
0,VRTX,3-Hold,Industry: Medical - Biomedical and Genetics,Bottom 24% (192 out of 254),,202102,28/02/2021
0,VRTS,2-Buy,Industry: Financial - Investment Management,Top 20% (51 out of 254),,202102,28/02/2021
0,VRSK,4-Sell,Industry: Business - Information Services,Bottom 23% (196 out of 254),,202102,28/02/2021
0,VMW,3-Hold,Industry: Computer - Software,Bottom 36% (163 out of 254),,202102,28/02/2021
0,VICR,1-Strong,Industry: Electronics - Miscellaneous Components,Top 36% (92 out of 254),,202102,28/02/2021
0,VICI,3-Hold,Industry: REIT and Equity Trust - Other,Bottom 15% (215 out of 254),,202102,28/02/2021
0,VGR,2-Buy,Industry: Tobacco,Top 46% (116 out of 254),,202102,28/02/2021
0,VEEV,2-Buy,Industry: Internet - Software,Bottom 27% (185 out of 254),,202102,28/02/2021
0,VCTR,3-Hold,Industry: Financial - Investment Management,Top 20% (51 out of 254),,202102,28/02/2021
0,UNTY,2-Buy,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,ULTA,2-Buy,Industry: Retail - Miscellaneous,Bottom 30% (178 out of 254),,202102,28/02/2021
0,UFPT,3-Hold,Industry: Containers - Paper and Packaging,Bottom 28% (184 out of 254),,202102,28/02/2021
0,UFPI,1-Strong,Industry: Building Products - Wood,Top 6% (14 out of 254),,202102,28/02/2021
0,UCTT,1-Strong,Industry: Electronics - Manufacturing Machinery,Top 6% (14 out of 254),,202102,28/02/2021
0,UBSI,2-Buy,Industry: Banks - Southeast,Top 7% (17 out of 254),,202102,28/02/2021
0,TW,3-Hold,Industry: Financial - Investment Bank,Top 3% (7 out of 254),,202102,28/02/2021
0,TTWO,2-Buy,Industry: Toys - Games - Hobbies,Top 28% (71 out of 254),,202102,28/02/2021
0,TTGT,5-Strong,Industry: Internet - Content,Bottom 34% (168 out of 254),,202102,28/02/2021
0,TTD,3-Hold,Industry: Internet - Services,Top 46% (116 out of 254),,202102,28/02/2021
0,TTC,3-Hold,Industry: Tools - Handheld,Top 10% (25 out of 254),,202102,28/02/2021
0,TSM,2-Buy,Industry: Semiconductor - Circuit Foundry,Top 3% (8 out of 254),,202102,28/02/2021
0,TSCO,3-Hold,Industry: Retail - Miscellaneous,Bottom 30% (178 out of 254),,202102,28/02/2021
0,TROX,3-Hold,Industry: Chemical - Diversified ,Top 24% (62 out of 254),,202102,28/02/2021
0,TRNO,3-Hold,Industry: REIT and Equity Trust - Other,Bottom 15% (215 out of 254),,202102,28/02/2021
0,TREX,3-Hold,Industry: Building Products - Wood,Top 6% (14 out of 254),,202102,28/02/2021
0,TPX,1-Strong,Industry: Retail - Home Furnishings,Top 6% (16 out of 254),,202102,28/02/2021
0,TPVG,3-Hold,Industry: Financial - SBIC & Commercial Industry,Bottom 37% (160 out of 254),,202102,28/02/2021
0,TPL,2-Buy,Industry: Alternative Energy - Other,Top 46% (116 out of 254),,202102,28/02/2021
0,TPB,3-Hold,Industry: Tobacco,Top 46% (116 out of 254),,202102,28/02/2021
0,TMO,3-Hold,Industry: Medical - Instruments,Bottom 32% (173 out of 254),,202102,28/02/2021
0,TMHC,2-Buy,Industry: Building Products - Home Builders,Top 13% (33 out of 254),,202102,28/02/2021
0,TME,3-Hold,Industry: Internet - Content,Bottom 34% (168 out of 254),,202102,28/02/2021
0,TKC,4-Sell,Industry: Wireless Non-US ,Bottom 11% (227 out of 254),,202102,28/02/2021
0,TGS,4-Sell,Industry: Oil and Gas - Production and Pipelines,Top 43% (109 out of 254),,202102,28/02/2021
0,TGNA,2-Buy,Industry: Broadcast Radio and Television,Bottom 38% (157 out of 254),,202102,28/02/2021
0,TER,3-Hold,Industry: Electronics - Testing Equipment,Top 19% (48 out of 254),,202102,28/02/2021
0,TDY,3-Hold,Industry: Aerospace - Defense Equipment,Bottom 38% (157 out of 254),,202102,28/02/2021
0,TDG,3-Hold,Industry: Aerospace - Defense Equipment,Bottom 38% (157 out of 254),,202102,28/02/2021
0,TBK,1-Strong,Industry: Banks - Southeast,Top 7% (17 out of 254),,202102,28/02/2021
0,TBBK,3-Hold,Industry: Banks - Northeast,Top 7% (19 out of 254),,202102,28/02/2021
0,SWKH,3-Hold,Industry: Financial - Miscellaneous Services,Top 45% (114 out of 254),,202102,28/02/2021
0,SWCH,3-Hold,Industry: Technology Services,Bottom 20% (203 out of 254),,202102,28/02/2021
0,SUPN,4-Sell,Industry: Medical - Generic Drugs,Bottom 36% (163 out of 254),,202102,28/02/2021
0,SUI,3-Hold,Industry: REIT and Equity Trust - Residential,Bottom 9% (230 out of 254),,202102,28/02/2021
0,STRL,3-Hold,Industry: Building Products - Heavy Construction,Bottom 21% (201 out of 254),,202102,28/02/2021
0,STRA,4-Sell,Industry: Schools,Bottom 12% (224 out of 254),,202102,28/02/2021
0,STOR,3-Hold,Industry: REIT and Equity Trust - Retail,Bottom 32% (173 out of 254),,202102,28/02/2021
0,STMP,2-Buy,Industry: Internet - Commerce,Bottom 15% (215 out of 254),,202102,28/02/2021
0,STM,2-Buy,Industry: Semiconductor - General,Top 16% (40 out of 254),,202102,28/02/2021
0,STAG,3-Hold,Industry: REIT and Equity Trust - Other,Bottom 15% (215 out of 254),,202102,28/02/2021
0,SSTK,3-Hold,Industry: Internet - Content,Bottom 34% (168 out of 254),,202102,28/02/2021
0,SSTI,3-Hold,Industry: Technology Services,Bottom 20% (203 out of 254),,202102,28/02/2021
0,SSNC,3-Hold,Industry: Computer - Software,Bottom 36% (163 out of 254),,202102,28/02/2021
